State,Max Demand Met (MW),Shortage (MW),Energy Met (MU),Schedule (MU),OD/UD (MW),Max OD (MW),Energy Shortage (MU),Date
Telangana,11040,0,206.8,100.2,0.5,540,0.0,2022-01-10
SR Karnataka,11531,0,209.7,56.6,-0.2,733,0.0,2022-01-10
Kerala,3417,0,70.4,51.2,0.4,274,0.0,2022-01-10
Tamil Nadu,12777,0,269.6,152.5,1.1,542,0.0,2022-01-10
Puducherry,332,0,6.9,71.0,-0.2,55,0.0,2022-01-10
Bihar,4761,0,84.0,74.8,-0.9,401,0.22,2022-01-10
Jharkhand,1640,0,32.0,21.4,0.8,147,0.84,2022-01-10
ER Odisha,5253,0,92.8,43.8,-0.2,342,0.0,2022-01-10
West Bengal,5706,0,108.0,2.5,-0.7,240,0.0,2022-01-10
Sikkim,92,0,1.5,1.6,-0.1,24,0.0,2022-01-10
Arunachal Pradesh,142,0,2.4,2.4,-0.2,27,0.0,2022-01-10
Manipur,233,0,3.2,3.5,-0.3,13,0.0,2022-01-10
NER Meghalaya,369,0,6.9,5.9,0.1,38,0.0,2022-01-10
Nagaland,136,0,2.2,2.1,0.0,28,0.0,2022-01-10
Tripura,218,0,3.5,2.1,-0.2,35,0.0,2022-01-10
Central Sector,8471,13953,7022.0,1500.0,684.0,31629,43.0,2022-01-10
State Sector,10185,16984,10173.0,4308.0,11.0,41660,57.0,2022-01-10
Total,18657,30936,17195.0,5808.0,695.0,73290,100.0,2022-01-10
Coal,508,1144,474.0,528.0,1.0,2662,7.0,2022-01-10
Lignite,18,14,36.0,0.0,0.0,68,2.0,2022-01-10
Hydro,99,22,83.0,25.0,10.0,238,7.0,2022-01-10
Nuclear,33,22,64.0,0.0,0.0,119,3.0,2022-01-10
 Naptha & Diesel,15,8,9.0,0.0,25.0,57,2.0,2022-01-10
 Biomass & Others),88,71,150.0,5.0,0.0,314,9.0,2022-01-10
Total,762,1281,816.0,557.0,43.0,3458,100.0,2022-01-10
Punjab,6517,100,119.2,53.9,-1.1,183,0.3,2022-01-11
Haryana,6129,0,111.3,59.1,0.7,252,0.0,2022-01-11
Rajasthan,12305,0,219.3,57.8,-0.5,416,0.0,2022-01-11
Delhi,4573,0,72.4,60.2,-0.5,250,0.0,2022-01-11
NR UP,17368,0,292.3,84.2,-1.0,372,0.0,2022-01-11
Uttarakhand,2193,0,39.6,26.8,1.0,200,0.0,2022-01-11
HP,1790,0,32.1,23.9,-0.3,269,0.0,2022-01-11
J&K(UT) & Ladakh(UT),2839,250,58.4,52.9,0.0,167,4.65,2022-01-11
Chandigarh,238,0,3.9,4.1,-0.2,22,0.0,2022-01-11
Chhattisgarh,3570,0,71.7,21.9,-0.2,231,0.0,2022-01-11
Gujarat,16937,0,342.8,181.9,0.7,797,0.0,2022-01-11
MP,10235,0,199.1,108.9,4.3,565,0.0,2022-01-11
WR Maharashtra,23606,0,471.8,137.7,-4.0,689,0.0,2022-01-11
Goa,581,0,11.7,11.2,-0.1,12,0.0,2022-01-11
DD,305,0,6.9,6.8,0.1,38,0.0,2022-01-11
DNH,833,0,19.0,19.1,-0.1,58,0.0,2022-01-11
AMNSIL,773,0,16.9,10.7,-0.4,250,0.0,2022-01-11
Andhra Pradesh,10038,0,185.9,84.2,0.9,540,0.0,2022-01-11
Telangana,10970,0,205.2,101.8,-0.6,508,0.0,2022-01-11
SR Karnataka,12171,0,220.4,69.2,1.5,700,0.0,2022-01-11
Kerala,3825,0,76.5,54.1,0.4,334,0.0,2022-01-11
Tamil Nadu,14298,0,295.6,168.0,0.6,417,0.0,2022-01-11
Puducherry,360,0,7.4,75.0,-0.1,56,0.0,2022-01-11
Bihar,4824,0,82.7,71.7,0.0,175,0.04,2022-01-11
ER Odisha,4991,0,86.7,32.9,-0.1,470,0.0,2022-01-11
West Bengal,6324,0,114.7,1.2,0.2,336,0.0,2022-01-11
Sikkim,115,0,1.6,1.7,-0.1,42,0.0,2022-01-11
Arunachal Pradesh,146,0,2.4,2.4,0.1,96,0.0,2022-01-11
Assam,1474,0,25.2,21.0,0.0,100,0.0,2022-01-11
Manipur,237,0,3.4,3.5,0.1,35,0.0,2022-01-11
Mizoram,133,0,1.9,1.6,0.1,22,0.0,2022-01-11
Nagaland,141,0,2.3,2.1,0.1,26,0.0,2022-01-11
Tripura,219,0,3.6,2.4,-0.4,39,0.0,2022-01-11
Central Sector,8471,13813,7022.0,1300.0,759.0,31365,43.0,2022-01-11
Total,18387,31166,17048.0,4798.0,770.0,72168,100.0,2022-01-11
Coal,532,1177,492.0,552.0,8.0,2761,77.0,2022-01-11
Lignite,18,14,38.0,0.0,0.0,70,2.0,2022-01-11
Hydro,105,32,93.0,21.0,9.0,260,7.0,2022-01-11
Nuclear,31,21,67.0,0.0,0.0,119,3.0,2022-01-11
 Naptha & Diesel,15,8,9.0,0.0,25.0,56,2.0,2022-01-11
 Biomass & Others),92,93,151.0,4.0,0.0,341,9.0,2022-01-11
Total,792,1345,849.0,578.0,42.0,3606,100.0,2022-01-11
Punjab,6535,100,122.2,57.2,-1.2,223,0.95,2022-01-12
Haryana,6315,0,117.8,63.5,0.3,148,0.0,2022-01-12
Rajasthan,12887,0,230.6,58.5,1.2,548,0.0,2022-01-12
Delhi,4505,0,73.6,62.2,-0.9,220,0.0,2022-01-12
NR UP,17234,0,298.6,88.3,-0.3,570,0.0,2022-01-12
Uttarakhand,2248,0,41.6,29.7,0.3,161,0.0,2022-01-12
HP,1903,0,34.6,26.3,0.1,248,0.0,2022-01-12
Chandigarh,245,0,4.0,4.1,-0.1,26,0.0,2022-01-12
Chhattisgarh,3408,0,74.9,23.4,0.0,218,0.0,2022-01-12
Gujarat,16697,0,346.0,163.2,-1.1,630,0.0,2022-01-12
MP,10705,0,205.8,117.5,-3.2,473,0.0,2022-01-12
Goa,565,0,11.5,11.0,-0.1,28,0.0,2022-01-12
DNH,838,0,19.3,19.1,0.2,58,0.0,2022-01-12
AMNSIL,769,0,16.5,9.7,0.2,243,0.0,2022-01-12
Andhra Pradesh,10116,0,188.9,86.8,0.9,403,0.0,2022-01-12
Telangana,10060,0,190.7,87.4,-1.9,484,0.0,2022-01-12
SR Karnataka,12531,0,223.9,77.0,0.9,1237,0.0,2022-01-12
Kerala,3870,0,71.5,54.5,-0.1,261,0.0,2022-01-12
Tamil Nadu,14671,0,306.7,178.4,0.1,670,0.0,2022-01-12
Puducherry,385,0,7.8,8.0,-0.2,38,0.0,2022-01-12
Bihar,4754,0,82.2,71.8,-0.5,259,0.0,2022-01-12
Jharkhand,1603,0,29.2,21.2,-1.1,127,0.46,2022-01-12
ER Odisha,5137,0,87.7,39.2,-0.2,525,0.0,2022-01-12
Sikkim,114,0,1.8,1.9,-0.1,60,0.0,2022-01-12
Arunachal Pradesh,139,0,2.4,2.6,-0.3,30,0.0,2022-01-12
Assam,1473,0,25.5,20.7,-0.3,95,0.0,2022-01-12
Manipur,242,0,3.4,3.5,0.1,20,0.0,2022-01-12
NER Meghalaya,392,0,7.2,5.9,0.1,43,0.0,2022-01-12
Mizoram,128,0,2.0,1.5,0.1,11,0.0,2022-01-12
Nagaland,134,0,2.3,2.1,0.1,29,0.0,2022-01-12
Tripura,216,0,3.8,2.2,-0.3,16,0.0,2022-01-12
Central Sector,8153,13813,6272.0,1960.0,759.0,30956,43.0,2022-01-12
Total,18078,31706,16088.0,6118.0,770.0,72760,100.0,2022-01-12
Coal,552,1176,498.0,534.0,8.0,2768,76.0,2022-01-12
Lignite,22,13,33.0,0.0,0.0,69,2.0,2022-01-12
Hydro,102,28,94.0,22.0,10.0,256,7.0,2022-01-12
Nuclear,28,21,68.0,0.0,0.0,118,3.0,2022-01-12
 Naptha & Diesel,16,8,9.0,0.0,28.0,61,2.0,2022-01-12
 Biomass & Others),96,137,150.0,4.0,0.0,387,1.0,2022-01-12
Total,816,1384,853.0,559.0,46.0,3659,100.0,2022-01-12
Punjab,6423,100,122.7,60.7,-0.5,201,1.6,2022-01-13
Haryana,6324,0,119.4,63.8,0.6,140,0.0,2022-01-13
Delhi,4615,0,73.1,63.0,-2.3,389,0.0,2022-01-13
NR UP,17557,0,297.8,85.4,-1.8,116,0.0,2022-01-13
Uttarakhand,2160,0,41.3,30.5,0.2,172,0.0,2022-01-13
HP,1921,0,34.8,26.5,0.4,337,0.0,2022-01-13
J&K(UT) & Ladakh(UT),2719,250,58.4,55.0,-2.2,106,4.65,2022-01-13
Chandigarh,247,0,4.0,4.1,-0.1,32,0.0,2022-01-13
Chhattisgarh,3618,0,76.1,25.5,-0.7,201,0.0,2022-01-13
Gujarat,16237,0,345.1,169.3,1.4,1089,0.0,2022-01-13
MP,10896,0,209.6,129.7,-1.1,445,0.0,2022-01-13
WR Maharashtra,24590,0,482.0,139.1,-4.6,947,0.0,2022-01-13
Goa,567,0,11.3,10.5,0.2,27,0.0,2022-01-13
AMNSIL,7716,0,16.7,10.5,-0.6,281,0.0,2022-01-13
Andhra Pradesh,10119,0,187.3,94.5,1.4,625,1.02,2022-01-13
Telangana,9188,0,177.7,68.4,-0.2,626,0.0,2022-01-13
SR Karnataka,12376,0,222.6,80.5,0.8,845,0.0,2022-01-13
Kerala,3789,0,76.8,54.8,-0.3,235,0.0,2022-01-13
Tamil Nadu,14807,0,310.9,183.9,1.4,705,0.0,2022-01-13
Puducherry,378,0,7.8,7.9,-0.2,49,0.0,2022-01-13
Bihar,4436,0,71.7,67.9,-0.9,373,0.0,2022-01-13
Jharkhand,1521,0,29.0,20.5,-0.8,319,1.08,2022-01-13
ER Odisha,4962,0,88.1,45.2,-0.3,501,0.0,2022-01-13
West Bengal,6295,0,114.5,2.7,0.2,350,0.0,2022-01-13
Sikkim,115,0,1.8,1.7,0.1,62,0.0,2022-01-13
Arunachal Pradesh,146,0,2.4,2.5,-0.2,38,0.0,2022-01-13
Assam,1448,0,23.9,19.0,-0.4,85,0.0,2022-01-13
Manipur,240,0,3.2,3.5,-0.3,27,0.0,2022-01-13
NER Meghalaya,386,0,6.9,5.8,-0.2,43,0.0,2022-01-13
Mizoram,132,0,1.9,1.6,-0.2,18,0.0,2022-01-13
Nagaland,144,0,2.4,2.1,0.2,28,0.0,2022-01-13
Tripura,239,0,3.8,1.9,-0.3,39,0.0,2022-01-13
Central Sector,7834,13153,5772.0,1960.0,759.0,29478,41.0,2022-01-13
Total,18594,31111,16668.0,5518.0,770.0,72661,100.0,2022-01-13
Coal,557,1183,512.0,533.0,8.0,2794,76.0,2022-01-13
Lignite,25,14,32.0,0.0,0.0,72,2.0,2022-01-13
Hydro,98,29,95.0,23.0,9.0,255,7.0,2022-01-13
Nuclear,28,21,69.0,0.0,0.0,119,3.0,2022-01-13
 Naptha & Diesel,15,8,9.0,0.0,28.0,61,2.0,2022-01-13
 Biomass & Others),99,127,135.0,4.0,0.0,365,10.0,2022-01-13
Total,822,1383,853.0,561.0,46.0,3665,100.0,2022-01-13
Punjab,6807,0,121.9,73.2,2.1,257,0.0,2022-01-14
Haryana,6140,0,119.3,65.1,0.7,188,0.0,2022-01-14
Rajasthan,13670,0,244.5,70.2,1.9,641,0.0,2022-01-14
Delhi,4577,0,75.3,63.0,-0.4,326,0.01,2022-01-14
NR UP,18011,0,304.4,91.1,1.6,644,0.0,2022-01-14
Uttarakhand,2331,0,43.6,31.2,2.3,265,0.17,2022-01-14
HP,1941,0,35.3,27.4,0.3,236,0.0,2022-01-14
J&K(UT) & Ladakh(UT),2893,250,62.2,55.9,0.8,242,4.65,2022-01-14
Chandigarh,240,0,4.0,4.2,-0.2,17,0.0,2022-01-14
Chhattisgarh,3658,0,78.9,25.5,0.4,508,0.0,2022-01-14
Gujarat,17066,0,348.0,176.7,3.3,1034,0.0,2022-01-14
MP.,11114,0,215.1,130.7,-0.7,502,0.0,2022-01-14
WR Maharashtra,24836,0,484.1,137.9,-3.7,720,0.0,2022-01-14
Goa,560,0,11.4,10.5,0.3,27,0.0,2022-01-14
DD,324,0,72.0,6.9,0.3,41,0.0,2022-01-14
DNH,843,0,19.5,19.1,0.3,79,0.0,2022-01-14
AMNSIL,729,0,15.8,1.8,-0.3,253,0.0,2022-01-14
Andhra Pradesh,9185,0,175.9,81.7,-0.7,453,0.0,2022-01-14
Telangana,9078,0,172.4,70.9,0.7,615,0.0,2022-01-14
SR Karnataka,12461,0,224.2,76.2,-1.1,688,0.0,2022-01-14
Kerala,3784,0,75.8,51.7,-0.1,289,0.0,2022-01-14
Tamil Nadu,14631,0,302.3,187.7,0.5,701,0.0,2022-01-14
Puducherry,371,0,27.0,19.0,-0.2,29,0.0,2022-01-14
Bihar,4714,0,78.7,7.9,-0.2,363,0.39,2022-01-14
Jharkhand,1524,0,29.3,21.2,-0.9,235,1.36,2022-01-14
ER Odisha,5084,0,91.3,40.9,-1.5,503,0.0,2022-01-14
Sikkim,116,0,1.7,1.9,-0.1,52,0.0,2022-01-14
Arunachal Pradesh,147,0,2.2,2.4,-0.4,33,0.0,2022-01-14
Assam,1415,0,21.9,17.2,-0.4,98,0.0,2022-01-14
Manipur,237,0,3.4,3.5,-0.1,17,0.0,2022-01-14
NER Meghalaya,389,0,6.6,5.9,-0.4,48,0.0,2022-01-14
Mizoram,137,0,1.8,1.6,-0.4,15,0.0,2022-01-14
Nagaland,142,0,2.5,2.0,0.3,20,0.0,2022-01-14
Tripura,220,0,3.6,1.9,-0.2,37,0.0,2022-01-14
Central Sector,8090,13128,5062.0,1300.0,734.0,28314,39.0,2022-01-14
State Sector,11220,19576,10586.0,3808.0,11.0,45200,61.0,2022-01-14
Total,19311,32703,15648.0,5108.0,745.0,73514,100.0,2022-01-14
Coal,539,1186,511.0,550.0,8.0,2794,76.0,2022-01-14
Lignite,21,14,34.0,0.0,0.0,69,2.0,2022-01-14
Hydro,99,31,82.0,24.0,10.0,246,7.0,2022-01-14
Nuclear,28,21,70.0,0.0,0.0,119,3.0,2022-01-14
 Naptha & Diesel,15,9,9.0,0.0,27.0,60,2.0,2022-01-14
 Biomass & Others),103,125,152.0,4.0,0.0,384,10.0,2022-01-14
Total,805,1387,857.0,578.0,46.0,3673,100.0,2022-01-14
S,2377,1998,3064.0,247.0,3796.0,12857,11840.0,2022-01-14
Punjab,6802,0,124.6,73.7,-1.0,236,0.2,2022-01-15
Haryana,6504,60,122.1,68.7,1.0,286,0.09,2022-01-15
Rajasthan,13906,0,247.4,65.9,-13.0,513,0.0,2022-01-15
Delhi,4045,0,66.9,56.4,-2.0,192,0.0,2022-01-15
NR UP,18540,0,313.4,94.7,-1.3,451,0.0,2022-01-15
Uttarakhand,2378,0,42.9,33.8,0.1,154,0.0,2022-01-15
HP,1898,0,34.3,27.1,0.1,173,0.0,2022-01-15
J&K(UT) & Ladakh(UT),3206,250,62.9,56.5,1.0,495,4.65,2022-01-15
Chandigarh,231,0,4.0,4.1,-0.1,47,0.0,2022-01-15
Chhattisgarh,3596,0,76.5,27.9,-0.7,203,0.0,2022-01-15
MP,11744,0,222.1,126.0,-0.6,848,0.0,2022-01-15
WR Maharashtra,23934,0,473.0,139.8,-4.0,544,0.0,2022-01-15
Goa,560,0,11.3,10.5,0.2,43,0.0,2022-01-15
DD,316,0,6.9,6.6,0.3,42,0.0,2022-01-15
DNH,827,0,18.8,18.7,0.1,65,0.0,2022-01-15
AMNSIL,717,0,16.1,7.4,-0.4,270,0.0,2022-01-15
Andhra Pradesh,8512,0,157.7,63.0,0.2,414,0.0,2022-01-15
Telangana,9326,0,173.6,82.1,-0.3,472,0.0,2022-01-15
SR Karnataka,12439,0,216.6,76.0,0.0,770,0.0,2022-01-15
Kerala,3698,0,74.8,53.4,0.3,343,0.0,2022-01-15
Tamil Nadu,11692,0,243.5,135.0,-1.3,620,0.0,2022-01-15
Puducherry,289,0,6.1,6.5,-0.4,63,0.0,2022-01-15
Bihar,5490,0,83.5,75.0,0.9,215,0.0,2022-01-15
Jharkhand,1611,60,30.4,22.3,-0.9,160,0.67,2022-01-15
ER Odisha,5200,0,91.7,35.4,-3.1,329,0.0,2022-01-15
Sikkim,113,0,1.6,2.0,-0.4,43,0.0,2022-01-15
Arunachal Pradesh,138,0,2.4,2.6,-0.3,12,0.0,2022-01-15
Assam,1362,0,22.6,17.5,-0.6,75,0.0,2022-01-15
Manipur,242,0,3.5,3.7,-0.2,25,0.0,2022-01-15
NER Meghalaya,395,0,7.2,5.7,0.1,39,0.0,2022-01-15
Mizoram,140,0,21.0,1.6,0.1,17,0.0,2022-01-15
Nagaland,142,0,2.3,2.0,0.1,23,0.0,2022-01-15
Tripura,216,0,2.8,1.4,-1.2,28,0.0,2022-01-15
Central Sector,8749,14758,6362.0,710.0,584.0,31162,42.0,2022-01-15
Total,18924,34333,16948.0,3998.0,595.0,74798,100.0,2022-01-15
Coal,539,1082,475.0,542.0,7.0,2645,75.0,2022-01-15
Lignite,21,14,33.0,0.0,0.0,67,2.0,2022-01-15
Hydro,95,29,7.0,21.0,10.0,234,7.0,2022-01-15
Nuclear,28,21,70.0,0.0,0.0,119,3.0,2022-01-15
 Biomass & Others),111,147,139.0,4.0,0.0,402,1.0,2022-01-15
Total,809,1303,805.0,567.0,45.0,3530,100.0,2022-01-15
Punjab,6335,0,117.2,63.5,-0.8,182,0.0,2022-01-16
Haryana,5573,0,111.1,60.9,-0.5,155,0.0,2022-01-16
Rajasthan,13566,0,247.9,68.9,2.0,488,0.0,2022-01-16
Delhi,4125,0,66.4,55.1,-0.9,213,0.0,2022-01-16
NR UP,18369,0,310.9,91.2,0.0,455,0.0,2022-01-16
Uttarakhand,2156,0,40.9,31.3,0.3,165,0.0,2022-01-16
HP,1757,0,32.0,24.3,-0.2,174,0.0,2022-01-16
J&K(UT) & Ladakh(UT),2914,300,62.9,56.5,0.7,396,4.65,2022-01-16
Chandigarh,225,0,3.9,4.0,-0.1,29,0.0,2022-01-16
Chhattisgarh,3675,0,77.6,26.7,-1.7,170,0.0,2022-01-16
Gujarat,16340,0,327.6,183.6,5.2,903,0.0,2022-01-16
MP,11624,0,220.1,130.0,2.9,538,0.0,2022-01-16
WR Maharashtra,23131,0,463.6,133.2,-6.1,627,0.0,2022-01-16
Goa,513,0,10.6,9.8,0.5,35,0.0,2022-01-16
DD,315,0,7.2,6.7,0.5,46,0.0,2022-01-16
DNH,801,0,18.9,18.7,0.2,63,0.0,2022-01-16
AMNSIL,736,0,16.8,8.3,-0.4,261,0.0,2022-01-16
Andhra Pradesh,8119,0,152.8,51.6,-0.3,424,0.0,2022-01-16
Telangana,8867,0,168.5,78.9,-0.4,432,0.0,2022-01-16
SR Karnataka,11135,0,213.3,72.7,-2.0,482,0.0,2022-01-16
Kerala,3442,0,69.0,48.3,-0.3,326,0.0,2022-01-16
Puducherry,291,0,6.0,6.7,-0.8,50,0.0,2022-01-16
Bihar,4954,0,83.3,73.5,-0.6,306,0.0,2022-01-16
Jharkhand,1625,0,30.9,22.3,-0.5,122,1.08,2022-01-16
ER Odisha,5289,0,95.6,37.2,-1.1,353,0.0,2022-01-16
Sikkim,99,0,1.5,1.8,-0.3,13,0.0,2022-01-16
Arunachal Pradesh,135,0,2.3,2.4,-0.2,27,0.0,2022-01-16
Assam,1374,0,22.7,17.7,-0.4,134,0.0,2022-01-16
Manipur,230,0,3.3,3.5,-0.2,21,0.0,2022-01-16
NER Meghalaya,366,0,7.0,5.6,0.0,54,0.0,2022-01-16
Mizoram,120,0,1.9,1.5,-0.2,12,0.0,2022-01-16
Nagaland,137,0,2.2,2.0,0.1,9,0.0,2022-01-16
Tripura,212,0,3.5,1.5,-0.3,21,0.0,2022-01-16
Central Sector,7399,15418,6402.0,2260.0,584.0,32062,42.0,2022-01-16
Total,18009,34338,16798.0,5798.0,595.0,75538,100.0,2022-01-16
Coal,527,1099,455.0,522.0,7.0,2610,75.0,2022-01-16
Lignite,20,16,38.0,0.0,0.0,73,2.0,2022-01-16
Hydro,99,26,71.0,22.0,9.0,227,7.0,2022-01-16
Nuclear,29,21,70.0,0.0,0.0,119,3.0,2022-01-16
 Naptha & Diesel,15,10,9.0,0.0,28.0,62,2.0,2022-01-16
 Biomass & Others),110,123,166.0,5.0,0.0,403,12.0,2022-01-16
Total,799,1295,808.0,549.0,45.0,3495,100.0,2022-01-16
Punjab,6916,0,124.0,63.7,0.3,212,1.25,2022-01-17
Haryana,6573,0,123.0,65.3,0.8,243,0.0,2022-01-17
Rajasthan,14435,0,257.8,76.7,2.7,580,1.11,2022-01-17
Delhi,4823,0,78.0,66.3,-0.6,353,0.0,2022-01-17
NR UP,19102,0,322.4,95.9,-0.2,582,0.0,2022-01-17
Uttarakhand,2324,0,43.0,33.0,1.2,181,0.0,2022-01-17
HP,1932,0,35.0,25.6,1.4,444,0.28,2022-01-17
J&K(UT) & Ladakh(UT),2969,250,64.2,57.3,2.2,280,4.65,2022-01-17
Chandigarh,258,0,4.4,43.0,0.1,37,0.0,2022-01-17
Chhattisgarh,3732,0,71.7,28.0,-1.8,293,0.0,2022-01-17
Gujarat,17320,0,358.9,195.2,4.6,655,0.0,2022-01-17
MP,11983,0,225.1,132.8,-0.7,435,0.0,2022-01-17
WR Maharashtra,24194,0,481.5,133.0,2.4,625,0.0,2022-01-17
Goa,567,0,11.4,10.8,0.3,42,0.0,2022-01-17
DD,322,0,7.2,6.7,0.5,45,0.0,2022-01-17
DNH,848,0,19.2,18.8,0.4,270,0.0,2022-01-17
AMNSIL,669,0,14.5,8.5,0.1,265,0.0,2022-01-17
Andhra Pradesh,8370,0,164.1,55.4,-0.3,568,0.0,2022-01-17
Telangana,9739,0,182.6,80.9,11.0,545,0.0,2022-01-17
SR Karnataka,12672,0,234.7,74.8,-1.0,702,0.0,2022-01-17
Kerala,3802,0,76.3,54.6,-0.2,294,0.0,2022-01-17
Tamil Nadu,13368,0,272.1,149.4,-1.7,468,0.0,2022-01-17
Puducherry,340,0,6.8,7.6,-0.8,38,0.0,2022-01-17
Bihar,5833,0,85.7,75.3,-0.4,657,1.64,2022-01-17
Jharkhand,1524,0,29.6,21.8,-0.8,174,2.99,2022-01-17
ER Odisha,5287,0,97.2,37.7,-0.4,315,0.0,2022-01-17
West Bengal,6285,0,114.8,1.9,0.0,267,0.0,2022-01-17
Sikkim,119,0,1.8,1.9,-0.2,59,0.0,2022-01-17
Arunachal Pradesh,143,0,2.3,2.4,-0.2,36,0.0,2022-01-17
Assam,1440,0,24.2,19.1,-0.2,89,0.0,2022-01-17
Manipur,243,0,3.5,3.5,0.0,25,0.0,2022-01-17
NER Meghalaya,382,0,6.9,5.7,0.1,51,0.0,2022-01-17
Mizoram,125,0,1.9,1.5,-0.2,16,0.0,2022-01-17
Nagaland,139,0,2.3,2.0,0.1,21,0.0,2022-01-17
Tripura,219,0,3.7,1.7,-0.3,28,0.0,2022-01-17
Central Sector,7499,15418,6402.0,2665.0,584.0,32567,44.0,2022-01-17
Total,17509,32323,16798.0,6203.0,595.0,73428,100.0,2022-01-17
Coal,572,1189,492.0,545.0,10.0,2808,76.0,2022-01-17
Lignite,18,14,44.0,0.0,0.0,76,2.0,2022-01-17
Hydro,95,33,87.0,25.0,9.0,249,7.0,2022-01-17
Nuclear,29,21,70.0,0.0,0.0,119,3.0,2022-01-17
 Biomass & Others),105,98,193.0,5.0,0.0,400,1.0,2022-01-17
Punjab,6562,100,122.5,63.0,0.4,271,4.5,2022-01-18
Haryana,6543,0,127.1,68.8,0.3,206,0.0,2022-01-18
Rajasthan,14531,0,260.9,22.9,2.4,536,1.87,2022-01-18
Delhi,4898,0,79.8,67.0,0.3,262,0.0,2022-01-18
NR UP,19688,0,335.7,103.6,0.7,488,0.0,2022-01-18
Uttarakhand,2398,0,43.1,32.6,1.4,331,0.36,2022-01-18
HP,1927,0,34.4,26.0,1.0,411,0.0,2022-01-18
J&K(UT) & Ladakh(UT),3059,250,63.9,57.9,1.3,383,4.65,2022-01-18
Chandigarh,262,0,4.5,4.1,0.4,66,0.0,2022-01-18
Chhattisgarh,3777,0,80.2,30.0,-0.3,186,0.0,2022-01-18
Gujarat,17680,0,363.9,199.6,1.9,421,0.0,2022-01-18
MP.,12429,0,235.1,133.7,-0.2,795,0.0,2022-01-18
WR Maharashtra,24490,0,493.2,134.9,-1.8,719,0.0,2022-01-18
DD,329,0,73.0,6.9,0.4,43,0.0,2022-01-18
DNH,809,0,18.4,18.3,0.1,83,0.0,2022-01-18
AMNSIL,651,0,14.2,8.7,-0.4,228,0.0,2022-01-18
Andhra Pradesh,8813,0,171.7,65.7,1.2,773,0.0,2022-01-18
Telangana,10363,0,193.4,88.1,-0.2,532,0.0,2022-01-18
SR Karnataka,12229,0,225.9,75.8,-1.3,469,0.0,2022-01-18
Kerala,3831,0,77.2,53.8,-0.5,283,0.0,2022-01-18
Tamil Nadu,14141,0,287.7,159.0,-1.0,523,0.0,2022-01-18
Bihar,5360,0,89.8,79.6,-0.5,409,2.69,2022-01-18
Jharkhand,1534,0,29.2,21.7,-0.1,169,2.73,2022-01-18
ER Odisha,5551,0,100.3,36.5,-1.1,370,0.0,2022-01-18
West Bengal,6360,0,119.0,3.2,-0.3,297,0.0,2022-01-18
Sikkim,109,0,1.8,1.8,-0.1,42,0.0,2022-01-18
Arunachal Pradesh,147,0,2.3,2.5,-0.3,23,0.0,2022-01-18
Assam,1449,0,23.9,20.7,-0.8,85,0.0,2022-01-18
Manipur,241,0,3.4,3.5,0.0,21,0.0,2022-01-18
NER Meghalaya,397,0,7.2,5.8,0.0,34,0.0,2022-01-18
Mizoram,126,0,1.9,1.5,-0.2,12,0.0,2022-01-18
Nagaland,138,0,2.3,2.0,0.2,19,0.0,2022-01-18
Tripura,227,0,3.7,1.9,-0.3,17,0.0,2022-01-18
Central Sector,7601,15338,5402.0,1860.0,584.0,30784,42.0,2022-01-18
State Sector,10670,17271,10693.0,3248.0,11.0,41892,58.0,2022-01-18
Total,18271,32608,16095.0,5108.0,595.0,72676,100.0,2022-01-18
Coal,598,1225,520.0,567.0,9.0,2919,7.0,2022-01-18
Lignite,18,13,44.0,0.0,0.0,75,2.0,2022-01-18
Hydro,96,39,94.0,28.0,9.0,266,7.0,2022-01-18
Nuclear,29,21,70.0,0.0,0.0,119,3.0,2022-01-18
 Naptha & Diesel,15,1,9.0,0.0,27.0,62,2.0,2022-01-18
 Biomass & Others),105,81,179.0,5.0,0.0,370,10.0,2022-01-18
Total,860,1391,916.0,600.0,46.0,3812,100.0,2022-01-18
Punjab,6198,750,118.8,59.2,0.6,308,14.2,2022-01-19
Haryana,6682,0,128.6,68.4,0.1,188,0.0,2022-01-19
Rajasthan,15083,0,267.1,74.7,21.0,372,0.97,2022-01-19
Delhi,4950,0,79.6,68.0,-0.3,285,0.0,2022-01-19
NR UP,19840,0,340.5,109.9,-0.9,457,0.0,2022-01-19
Uttarakhand,2414,0,43.9,33.6,1.1,402,0.33,2022-01-19
HP,1964,0,35.9,27.4,1.1,200,0.0,2022-01-19
J&K(UT) & Ladakh(UT),2941,300,63.7,58.2,0.6,281,4.65,2022-01-19
Chandigarh,271,0,4.5,45.0,0.0,46,0.0,2022-01-19
Chhattisgarh,3759,0,81.5,31.3,-0.6,171,0.0,2022-01-19
Gujarat,17062,0,358.2,201.5,-1.6,441,0.0,2022-01-19
MP.,12838,0,243.0,142.8,0.9,715,0.0,2022-01-19
WR Maharashtra,24749,0,495.3,141.5,-2.8,499,0.0,2022-01-19
Goa,574,0,11.9,11.3,0.2,43,0.0,2022-01-19
DD,339,0,75.0,7.0,0.5,46,0.0,2022-01-19
AMNSIL,696,0,15.4,9.2,-0.3,277,0.0,2022-01-19
Andhra Pradesh,9006,0,174.9,71.2,1.4,660,0.0,2022-01-19
Telangana,10643,0,199.1,89.9,0.4,647,0.0,2022-01-19
SR Karnataka,12624,0,229.0,79.9,-0.6,538,0.0,2022-01-19
