Source,NR,WR,SR,ER,NER,All India,% Share,Date
"Gas, Naptha & Diesel",11.0,5.0,5.0,0.0,31.0,53.0,1,2022-10-31
"RES (Wind, Solar, Biomass & Others)",132.0,109.0,158.0,5.0,1.0,405.0,10,2022-10-31
Total,1013.0,1493.0,861.0,598.0,56.0,4021.0,100,2022-10-31
Total,15267.0,25992.0,16328.0,5730.0,700.0,64017.0,100,
Coal,663.0,1300.0,515.0,542.0,11.0,3030.0,75,2022-11-01
Lignite,33.0,11.0,37.0,0.0,0.0,81.0,2,2022-11-01
Hydro,134.0,42.0,90.0,36.0,14.0,315.0,8,2022-11-01
Nuclear,26.0,36.0,50.0,0.0,0.0,112.0,3,2022-11-01
"Gas, Naptha & Diesel",11.0,5.0,4.0,0.0,30.0,51.0,1,2022-11-01
"RES (Wind, Solar, Biomass & Others)",133.0,137.0,196.0,5.0,1.0,471.0,12,2022-11-01
Total,1000.0,1530.0,892.0,582.0,55.0,4059.0,100,2022-11-01
Total,15513.0,24682.0,15668.0,5730.0,964.0,62557.0,100,
Coal,669.0,1284.0,519.0,539.0,10.0,3021.0,75,2022-11-02
Hydro,132.0,33.0,101.0,36.0,13.0,315.0,8,2022-11-02
Nuclear,26.0,36.0,43.0,0.0,0.0,105.0,3,2022-11-02
"Gas, Naptha & Diesel",14.0,9.0,5.0,0.0,29.0,57.0,1,2022-11-02
"RES (Wind, Solar, Biomass & Others)",128.0,144.0,172.0,2.0,1.0,446.0,11,2022-11-02
Total,1003.0,1516.0,881.0,577.0,53.0,4030.0,100,2022-11-02
Total,16068.0,24592.0,15878.0,4780.0,964.0,62282.0,100,
Coal,685.0,1341.0,511.0,548.0,10.0,3094.0,76,2022-11-03
Hydro,133.0,35.0,113.0,36.0,12.0,331.0,8,2022-11-03
Nuclear,26.0,36.0,62.0,0.0,0.0,125.0,3,2022-11-03
"Gas, Naptha & Diesel",15.0,2.0,5.0,0.0,29.0,51.0,1,2022-11-03
"RES (Wind, Solar, Biomass & Others)",124.0,81.0,159.0,2.0,1.0,367.0,9,2022-11-03
Total,1017.0,1506.0,892.0,586.0,52.0,4052.0,100,2022-11-03
Total,16048.0,25377.0,15488.0,6220.0,1034.0,64167.0,100,
Coal,675.0,1321.0,503.0,561.0,10.0,3070.0,76,2022-11-04
Lignite,31.0,12.0,51.0,0.0,0.0,94.0,2,2022-11-04
Hydro,135.0,40.0,82.0,35.0,12.0,305.0,8,2022-11-04
Nuclear,26.0,36.0,66.0,0.0,0.0,128.0,3,2022-11-04
"Gas, Naptha & Diesel",16.0,9.0,6.0,0.0,28.0,59.0,1,2022-11-04
"RES (Wind, Solar, Biomass & Others)",121.0,77.0,187.0,2.0,1.0,389.0,10,2022-11-04
Total,1005.0,1494.0,896.0,598.0,52.0,4044.0,100,2022-11-04
Total,16089.0,27285.0,16588.0,5010.0,964.0,65935.0,100,
Coal,649.0,1268.0,473.0,548.0,10.0,2948.0,75,2022-11-05
Lignite,26.0,12.0,51.0,0.0,0.0,89.0,2,2022-11-05
Hydro,140.0,30.0,57.0,34.0,12.0,272.0,7,2022-11-05
Nuclear,26.0,36.0,65.0,0.0,0.0,127.0,3,2022-11-05
"Gas, Naptha & Diesel",12.0,5.0,5.0,0.0,30.0,52.0,1,2022-11-05
"RES (Wind, Solar, Biomass & Others)",127.0,98.0,202.0,2.0,1.0,430.0,11,2022-11-05
Total,979.0,1450.0,854.0,584.0,52.0,3919.0,100,2022-11-05
Total,15734.0,28040.0,14428.0,4590.0,985.0,63776.0,100,
Coal,658.0,1265.0,498.0,573.0,10.0,3005.0,75,2022-11-06
Lignite,33.0,13.0,50.0,0.0,0.0,96.0,2,2022-11-06
Hydro,132.0,37.0,75.0,31.0,12.0,287.0,7,2022-11-06
Nuclear,26.0,36.0,65.0,0.0,0.0,127.0,3,2022-11-06
"Gas, Naptha & Diesel",14.0,7.0,5.0,0.0,30.0,56.0,1,2022-11-06
"RES (Wind, Solar, Biomass & Others)",125.0,129.0,201.0,2.0,1.0,458.0,11,2022-11-06
Total,988.0,1487.0,895.0,606.0,52.0,4028.0,100,2022-11-06
Total,14839.0,28767.0,14818.0,3780.0,964.0,63168.0,100,
Coal,671.0,1265.0,525.0,589.0,10.0,3059.0,75,2022-11-07
Lignite,33.0,14.0,50.0,0.0,0.0,97.0,2,2022-11-07
Nuclear,26.0,29.0,65.0,0.0,0.0,120.0,3,2022-11-07
"Gas, Naptha & Diesel",14.0,1.0,5.0,0.0,30.0,56.0,1,2022-11-07
"RES (Wind, Solar, Biomass & Others)",135.0,153.0,180.0,5.0,1.0,474.0,12,2022-11-07
Total,1006.0,1515.0,899.0,627.0,54.0,4100.0,100,2022-11-07
Total,15949.0,29562.0,14318.0,4890.0,964.0,65683.0,100,
Coal,692.0,1286.0,530.0,585.0,10.0,3103.0,76,2022-11-08
Lignite,30.0,14.0,48.0,0.0,0.0,93.0,2,2022-11-08
Hydro,128.0,47.0,85.0,34.0,13.0,306.0,8,2022-11-08
Nuclear,26.0,19.0,65.0,0.0,0.0,110.0,3,2022-11-08
"Gas, Naptha & Diesel",16.0,9.0,5.0,0.0,30.0,61.0,1,2022-11-08
"RES (Wind, Solar, Biomass & Others)",131.0,138.0,126.0,5.0,1.0,399.0,10,2022-11-08
Total,1023.0,1513.0,859.0,624.0,53.0,4072.0,100,2022-11-08
Total,15579.0,28772.0,14398.0,4505.0,964.0,64218.0,100,
Coal,691.0,1287.0,515.0,580.0,10.0,3083.0,76,2022-11-09
Lignite,28.0,15.0,48.0,0.0,0.0,91.0,2,2022-11-09
Hydro,130.0,38.0,80.0,32.0,12.0,292.0,7,2022-11-09
Nuclear,26.0,16.0,65.0,0.0,0.0,107.0,3,2022-11-09
"Gas, Naptha & Diesel",16.0,6.0,6.0,0.0,30.0,57.0,1,2022-11-09
"RES (Wind, Solar, Biomass & Others)",126.0,121.0,152.0,5.0,1.0,404.0,10,2022-11-09
Total,1017.0,1481.0,866.0,617.0,53.0,4034.0,100,2022-11-09
Total,15344.0,28512.0,15918.0,4445.0,964.0,65183.0,100,
Coal,538.0,1270.0,484.0,578.0,10.0,2879.0,76,2022-11-10
Lignite,0.0,14.0,43.0,0.0,0.0,57.0,2,2022-11-10
Hydro,126.0,31.0,81.0,32.0,12.0,281.0,7,2022-11-10
Nuclear,26.0,16.0,65.0,0.0,0.0,107.0,3,2022-11-10
"Gas, Naptha & Diesel",9.0,6.0,6.0,0.0,28.0,49.0,1,2022-11-10
"RES (Wind, Solar, Biomass & Others)",104.0,131.0,158.0,2.0,1.0,395.0,10,2022-11-10
Total,802.0,1467.0,835.0,611.0,51.0,3767.0,100,2022-11-10
Total,14464.0,28808.0,16648.0,4945.0,1342.0,66206.0,100,
Coal,672.0,1231.0,442.0,559.0,8.0,2912.0,75,2022-11-11
Lignite,25.0,13.0,34.0,0.0,0.0,72.0,2,2022-11-11
Hydro,130.0,34.0,71.0,30.0,12.0,277.0,7,2022-11-11
"Gas, Naptha & Diesel",12.0,5.0,5.0,0.0,30.0,52.0,1,2022-11-11
"RES (Wind, Solar, Biomass & Others)",142.0,131.0,190.0,1.0,1.0,465.0,12,2022-11-11
Total,1007.0,1434.0,808.0,590.0,50.0,3890.0,100,2022-11-11
Total,14039.0,28808.0,17018.0,5095.0,1308.0,66267.0,100,
Coal,653.0,1198.0,441.0,537.0,4.0,2834.0,75,2022-11-12
Lignite,27.0,14.0,29.0,0.0,0.0,70.0,2,2022-11-12
Hydro,130.0,29.0,52.0,29.0,11.0,252.0,7,2022-11-12
Nuclear,26.0,21.0,65.0,0.0,0.0,113.0,3,2022-11-12
"Gas, Naptha & Diesel",12.0,3.0,6.0,0.0,30.0,50.0,1,2022-11-12
"RES (Wind, Solar, Biomass & Others)",167.0,136.0,155.0,2.0,1.0,461.0,12,2022-11-12
Total,1013.0,1403.0,748.0,569.0,46.0,3779.0,100,2022-11-12
Total,13669.0,27795.0,14643.0,5305.0,1274.0,62686.0,100,
Lignite,27.0,15.0,25.0,0.0,0.0,67.0,2,
Hydro,125.0,35.0,68.0,29.0,11.0,268.0,7,
Nuclear,26.0,21.0,65.0,0.0,0.0,112.0,3,
"Gas, Naptha & Diesel",14.0,2.0,6.0,0.0,29.0,51.0,1,
"RES (Wind, Solar, Biomass & Others)",160.0,138.0,140.0,2.0,1.0,441.0,11,
Total,1027.0,1466.0,798.0,578.0,47.0,3915.0,100,
Total,15059.0,28160.0,14433.0,5965.0,1637.0,65254.0,100,
Coal,689.0,1250.0,505.0,534.0,5.0,2983.0,75,2022-11-13
Lignite,24.0,15.0,25.0,0.0,0.0,64.0,2,2022-11-13
Hydro,132.0,31.0,72.0,29.0,11.0,275.0,7,2022-11-13
Nuclear,26.0,21.0,65.0,0.0,0.0,112.0,3,2022-11-13
"Gas, Naptha & Diesel",13.0,7.0,5.0,0.0,26.0,51.0,1,2022-11-13
"RES (Wind, Solar, Biomass & Others)",173.0,165.0,148.0,2.0,1.0,489.0,12,2022-11-13
Total,1058.0,1489.0,820.0,565.0,44.0,3975.0,100,2022-11-13
Total,14194.0,28705.0,15093.0,5525.0,1058.0,64574.0,100,
Coal,699.0,1267.0,521.0,546.0,5.0,3037.0,75,2022-11-14
Lignite,19.0,13.0,22.0,0.0,0.0,55.0,1,2022-11-14
Hydro,129.0,34.0,78.0,28.0,11.0,282.0,7,2022-11-14
Nuclear,26.0,21.0,65.0,0.0,0.0,112.0,3,2022-11-14
"Gas, Naptha & Diesel",15.0,6.0,5.0,0.0,26.0,52.0,1,2022-11-14
"RES (Wind, Solar, Biomass & Others)",158.0,171.0,157.0,5.0,1.0,490.0,12,2022-11-14
Total,1046.0,1513.0,848.0,579.0,43.0,4028.0,100,2022-11-14
Total,14534.0,30023.0,14433.0,6025.0,1058.0,66072.0,100,
Coal,707.0,1282.0,525.0,561.0,10.0,3085.0,77,2022-11-15
Lignite,15.0,13.0,25.0,0.0,0.0,53.0,1,2022-11-15
Hydro,127.0,40.0,78.0,31.0,12.0,288.0,7,2022-11-15
Nuclear,26.0,21.0,59.0,0.0,0.0,105.0,3,2022-11-15
"Gas, Naptha & Diesel",15.0,6.0,5.0,0.0,30.0,56.0,1,2022-11-15
Total,1027.0,1483.0,873.0,596.0,52.0,4031.0,100,2022-11-15
Total,14964.0,30024.0,14643.0,5482.0,1058.0,66170.0,100,
Coal,721.0,1300.0,544.0,578.0,9.0,3152.0,77,2022-11-16
Lignite,21.0,12.0,26.0,0.0,0.0,59.0,1,2022-11-16
Hydro,129.0,47.0,87.0,32.0,11.0,305.0,7,2022-11-16
Nuclear,26.0,26.0,58.0,0.0,0.0,110.0,3,2022-11-16
"Gas, Naptha & Diesel",16.0,6.0,5.0,0.0,30.0,58.0,1,2022-11-16
"RES (Wind, Solar, Biomass & Others)",135.0,89.0,180.0,5.0,1.0,411.0,10,2022-11-16
Total,1048.0,1481.0,900.0,615.0,51.0,4095.0,100,2022-11-16
Total,15208.0,31392.0,16183.0,4962.0,1058.0,68802.0,100,
Lignite,22.0,11.0,26.0,0.0,0.0,58.0,1,
Hydro,140.0,41.0,90.0,31.0,10.0,313.0,8,
Nuclear,26.0,33.0,65.0,0.0,0.0,124.0,3,
"Gas, Naptha & Diesel",15.0,5.0,5.0,0.0,30.0,56.0,1,
"RES (Wind, Solar, Biomass & Others)",133.0,88.0,173.0,5.0,1.0,399.0,10,
Total,1063.0,1472.0,860.0,629.0,51.0,4076.0,100,
Total,14657.0,29822.0,15383.0,5772.0,1079.0,66712.0,100,
Coal,698.0,1274.0,500.0,579.0,9.0,3061.0,7,2022-11-17
Lignite,22.0,10.0,33.0,0.0,0.0,65.0,2,2022-11-17
Nuclear,26.0,33.0,65.0,0.0,0.0,125.0,3,2022-11-17
"Gas, Naptha & Diesel",12.0,3.0,5.0,0.0,29.0,49.0,1,2022-11-17
"RES (Wind, Solar, Biomass & Others)",138.0,98.0,186.0,5.0,1.0,427.0,11,2022-11-17
Total,1026.0,1448.0,858.0,613.0,49.0,3994.0,100,2022-11-17
Total,14882.0,28592.0,15471.0,5022.0,964.0,64930.0,100,
Coal,718.0,1389.0,571.0,615.0,11.0,3304.0,78,2022-11-18
Lignite,22.0,10.0,40.0,0.0,0.0,72.0,2,2022-11-18
Hydro,131.0,37.0,89.0,31.0,11.0,298.0,7,2022-11-18
Nuclear,26.0,37.0,70.0,0.0,0.0,133.0,3,2022-11-18
"Gas, Naptha & Diesel",11.0,2.0,6.0,0.0,30.0,49.0,1,2022-11-18
"RES (Wind, Solar, Biomass & Others)",120.0,88.0,180.0,2.0,1.0,391.0,9,2022-11-18
Total,1027.0,1563.0,956.0,648.0,52.0,4247.0,100,2022-11-18
Total,12852.0,27157.0,16557.0,5312.0,985.0,62862.0,100,
Coal,706.0,1425.0,571.0,623.0,15.0,3339.0,7,2022-11-19
Lignite,27.0,12.0,38.0,0.0,0.0,71.0,2,2022-11-19
Hydro,129.0,45.0,98.0,30.0,11.0,312.0,7,2022-11-19
Nuclear,26.0,37.0,70.0,0.0,0.0,133.0,3,2022-11-19
"Gas, Naptha & Diesel",15.0,5.0,5.0,0.0,30.0,56.0,1,2022-11-19
"RES (Wind, Solar, Biomass & Others)",112.0,89.0,189.0,2.0,1.0,393.0,9,2022-11-19
Total,1015.0,1612.0,971.0,655.0,56.0,4309.0,100,2022-11-19
Total,13592.0,26048.0,16261.0,4562.0,1147.0,61610.0,100,
Coal,752.0,1426.0,546.0,618.0,15.0,3356.0,7,2022-11-20
Lignite,28.0,11.0,39.0,0.0,0.0,78.0,2,2022-11-20
Hydro,126.0,44.0,97.0,29.0,11.0,308.0,7,2022-11-20
Nuclear,26.0,37.0,70.0,0.0,0.0,133.0,3,2022-11-20
"Gas, Naptha & Diesel",15.0,6.0,6.0,0.0,24.0,51.0,1,2022-11-20
"RES (Wind, Solar, Biomass & Others)",139.0,111.0,191.0,2.0,1.0,443.0,10,2022-11-20
Total,1086.0,1635.0,949.0,649.0,50.0,4369.0,100,2022-11-20
Total,13207.0,26173.0,15861.0,4562.0,763.0,60566.0,100,
Coal,747.0,1453.0,558.0,603.0,15.0,3376.0,77,2022-11-21
Lignite,31.0,11.0,32.0,0.0,0.0,74.0,2,2022-11-21
Hydro,125.0,45.0,103.0,30.0,11.0,314.0,7,2022-11-21
Nuclear,25.0,37.0,70.0,0.0,0.0,132.0,3,2022-11-21
"Gas, Naptha & Diesel",14.0,4.0,6.0,0.0,28.0,52.0,1,2022-11-21
"RES (Wind, Solar, Biomass & Others)",143.0,130.0,182.0,2.0,1.0,458.0,10,2022-11-21
Total,1086.0,1681.0,950.0,635.0,54.0,4406.0,100,2022-11-21
Total,12907.0,25953.0,16111.0,3762.0,818.0,59551.0,100,
Coal,752.0,1466.0,548.0,624.0,16.0,3406.0,78,2022-11-22
Lignite,31.0,12.0,24.0,0.0,0.0,67.0,2,2022-11-22
Nuclear,21.0,37.0,70.0,0.0,0.0,128.0,3,2022-11-22
"Gas, Naptha & Diesel",15.0,5.0,6.0,0.0,30.0,56.0,1,2022-11-22
"RES (Wind, Solar, Biomass & Others)",136.0,110.0,171.0,5.0,1.0,422.0,10,2022-11-22
Total,1080.0,1671.0,922.0,662.0,57.0,4391.0,100,2022-11-22
Total,15442.0,26433.0,15901.0,4390.0,843.0,63009.0,100,
"Gas, Naptha & Diesel",14.0,4.0,6.0,0.0,29.0,52.0,1,
Total,1071.0,1630.0,939.0,665.0,56.0,4360.0,100,
Total,14982.0,27052.0,16841.0,5200.0,783.0,64857.0,100,
Coal,711.0,1390.0,541.0,610.0,14.0,3266.0,78,2022-11-23
Lignite,28.0,12.0,24.0,0.0,0.0,64.0,2,2022-11-23
Hydro,119.0,34.0,83.0,30.0,10.0,277.0,7,2022-11-23
Nuclear,21.0,37.0,70.0,0.0,0.0,128.0,3,2022-11-23
"Gas, Naptha & Diesel",14.0,4.0,6.0,0.0,31.0,55.0,1,2022-11-23
"RES (Wind, Solar, Biomass & Others)",138.0,135.0,129.0,6.0,1.0,410.0,10,2022-11-23
Total,1032.0,1613.0,853.0,646.0,56.0,4200.0,100,2022-11-23
Total,14967.0,25524.0,16801.0,3230.0,783.0,61305.0,100,
Coal,722.0,1396.0,548.0,621.0,15.0,3303.0,7,2022-11-24
Lignite,28.0,12.0,24.0,0.0,0.0,64.0,1,2022-11-24
Hydro,122.0,47.0,90.0,29.0,11.0,298.0,7,2022-11-24
Nuclear,21.0,37.0,71.0,0.0,0.0,129.0,3,2022-11-24
"Gas, Naptha & Diesel",15.0,1.0,6.0,0.0,31.0,59.0,1,2022-11-24
"RES (Wind, Solar, Biomass & Others)",145.0,143.0,156.0,2.0,0.0,447.0,10,2022-11-24
Total,1053.0,1643.0,895.0,653.0,56.0,4300.0,100,2022-11-24
Total,13968.0,26164.0,15211.0,3890.0,881.0,60114.0,100,
Lignite,26.0,13.0,25.0,0.0,0.0,64.0,1,
Hydro,122.0,46.0,89.0,29.0,10.0,297.0,7,
Nuclear,21.0,37.0,70.0,0.0,0.0,128.0,3,
"Gas, Naptha & Diesel",15.0,10.0,6.0,0.0,29.0,59.0,1,
"RES (Wind, Solar, Biomass & Others)",143.0,131.0,165.0,2.0,0.0,441.0,10,
Total,1068.0,1667.0,932.0,660.0,54.0,4381.0,100,
Total,14228.0,24994.0,15961.0,3680.0,642.0,59505.0,100,
Coal,770.0,1439.0,585.0,641.0,16.0,3451.0,78,2022-11-25
Lignite,26.0,13.0,24.0,0.0,0.0,64.0,1,2022-11-25
Hydro,122.0,52.0,104.0,30.0,11.0,319.0,7,2022-11-25
Nuclear,21.0,37.0,70.0,0.0,0.0,128.0,3,2022-11-25
"Gas, Naptha & Diesel",14.0,9.0,6.0,0.0,29.0,58.0,1,2022-11-25
"RES (Wind, Solar, Biomass & Others)",133.0,106.0,169.0,2.0,0.0,410.0,9,2022-11-25
Total,1086.0,1656.0,958.0,673.0,56.0,4430.0,100,2022-11-25
Total,13233.0,24954.0,15631.0,3020.0,557.0,57395.0,100,
Coal,766.0,1486.0,583.0,651.0,16.0,3501.0,79,2022-11-26
Lignite,27.0,12.0,25.0,0.0,0.0,63.0,1,2022-11-26
Hydro,121.0,47.0,110.0,30.0,11.0,298.0,7,2022-11-26
Nuclear,15.0,37.0,70.0,0.0,0.0,122.0,3,2022-11-26
"Gas, Naptha & Diesel",15.0,11.0,4.0,0.0,29.0,58.0,1,2022-11-26
"RES (Wind, Solar, Biomass & Others)",125.0,73.0,170.0,3.0,0.0,372.0,8,2022-11-26
Total,1069.0,1667.0,938.0,684.0,56.0,4414.0,100,2022-11-26
Total,12043.0,26134.0,15511.0,2770.0,557.0,57015.0,100,
Coal,770.0,1464.0,578.0,660.0,15.0,3487.0,79,2022-11-27
Lignite,25.0,10.0,25.0,0.0,0.0,59.0,1,2022-11-27
Hydro,118.0,44.0,106.0,29.0,11.0,308.0,6,2022-11-27
Nuclear,26.0,37.0,65.0,0.0,0.0,128.0,3,2022-11-27
"Gas, Naptha & Diesel",14.0,11.0,5.0,0.0,30.0,61.0,1,2022-11-27
"RES (Wind, Solar, Biomass & Others)",133.0,122.0,172.0,2.0,1.0,429.0,10,2022-11-27
Total,1085.0,1688.0,952.0,691.0,57.0,4473.0,100,2022-11-27
Total,11293.0,27267.0,14901.0,3520.0,557.0,57537.0,100,
Coal,796.0,1409.0,575.0,652.0,15.0,3448.0,78,2022-11-28
Lignite,22.0,11.0,31.0,0.0,0.0,64.0,1,2022-11-28
Hydro,106.0,36.0,94.0,28.0,11.0,276.0,6,2022-11-28
Nuclear,25.0,37.0,66.0,0.0,0.0,128.0,3,2022-11-28
"Gas, Naptha & Diesel",14.0,9.0,6.0,0.0,29.0,58.0,1,2022-11-28
"RES (Wind, Solar, Biomass & Others)",137.0,154.0,159.0,3.0,1.0,453.0,10,2022-11-28
Total,1100.0,1656.0,932.0,683.0,55.0,4426.0,100,2022-11-28
Total,10718.0,27574.0,13861.0,3558.0,557.0,56267.0,100,
Coal,7711.0,1328.0,546.0,631.0,13.0,3296.0,78,2022-11-29
Lignite,24.0,13.0,35.0,0.0,0.0,72.0,2,2022-11-29
"Gas, Naptha & Diesel",13.0,4.0,6.0,0.0,30.0,53.0,1,2022-11-29
"RES (Wind, Solar, Biomass & Others)",131.0,108.0,165.0,5.0,1.0,409.0,10,2022-11-29
Total,1075.0,1515.0,900.0,662.0,54.0,4207.0,100,2022-11-29
Total,10014.0,26704.0,14883.0,4658.0,707.0,56965.0,100,
Coal,805.0,1369.0,578.0,621.0,16.0,3388.0,78,2022-11-30
Lignite,28.0,15.0,36.0,0.0,0.0,78.0,2,2022-11-30
Hydro,111.0,37.0,83.0,28.0,10.0,268.0,6,2022-11-30
Nuclear,22.0,37.0,76.0,0.0,0.0,134.0,3,2022-11-30
"Gas, Naptha & Diesel",13.0,6.0,6.0,0.0,30.0,55.0,1,2022-11-30
"RES (Wind, Solar, Biomass & Others)",136.0,85.0,189.0,5.0,1.0,417.0,10,2022-11-30
Total,1114.0,1549.0,967.0,654.0,56.0,4341.0,100,2022-11-30
Total,13250.0,28546.0,13773.0,4683.0,863.0,61114.0,100,
Lignite,28.0,14.0,36.0,0.0,0.0,78.0,2,
Hydro,116.0,43.0,92.0,26.0,10.0,287.0,6,
Nuclear,22.0,37.0,76.0,0.0,0.0,135.0,3,
"Gas, Naptha & Diesel",13.0,9.0,5.0,0.0,30.0,57.0,1,
"RES (Wind, Solar, Biomass & Others)",143.0,153.0,185.0,2.0,0.0,483.0,11,
Total,1127.0,1648.0,978.0,658.0,56.0,4467.0,100,
Total,12620.0,29021.0,15361.0,3793.0,842.0,61636.0,100,
Coal,781.0,1325.0,577.0,633.0,15.0,3330.0,75,2022-12-01
Lignite,31.0,13.0,35.0,0.0,0.0,79.0,2,2022-12-01
Hydro,112.0,44.0,86.0,27.0,10.0,278.0,6,2022-12-01
Nuclear,22.0,37.0,76.0,0.0,0.0,135.0,3,2022-12-01
"Gas, Naptha & Diesel",15.0,10.0,6.0,0.0,30.0,61.0,1,2022-12-01
"RES (Wind, Solar, Biomass & Others)",161.0,210.0,208.0,2.0,0.0,582.0,13,2022-12-01
Total,1121.0,1640.0,988.0,661.0,55.0,4466.0,100,2022-12-01
Total,14890.0,26949.0,14941.0,4668.0,842.0,62288.0,100,
Coal,764.0,1380.0,563.0,625.0,15.0,3347.0,75,2022-12-02
Lignite,31.0,13.0,37.0,0.0,0.0,80.0,2,2022-12-02
Hydro,114.0,41.0,98.0,31.0,9.0,293.0,7,2022-12-02
Nuclear,22.0,37.0,69.0,0.0,0.0,128.0,3,2022-12-02
"Gas, Naptha & Diesel",13.0,5.0,5.0,0.0,30.0,54.0,1,2022-12-02
"RES (Wind, Solar, Biomass & Others)",167.0,205.0,206.0,2.0,1.0,581.0,13,2022-12-02
Total,1111.0,1682.0,978.0,657.0,55.0,4482.0,100,2022-12-02
Total,14035.0,28049.0,15801.0,4918.0,863.0,63664.0,100,
Coal,757.0,1421.0,573.0,638.0,16.0,3406.0,76,2022-12-03
Lignite,31.0,13.0,40.0,0.0,0.0,84.0,2,2022-12-03
Hydro,113.0,42.0,101.0,32.0,9.0,296.0,7,2022-12-03
Nuclear,22.0,37.0,61.0,0.0,0.0,120.0,3,2022-12-03
"Gas, Naptha & Diesel",15.0,1.0,5.0,0.0,30.0,57.0,1,2022-12-03
"RES (Wind, Solar, Biomass & Others)",170.0,163.0,200.0,2.0,1.0,537.0,12,2022-12-03
Total,1108.0,1683.0,980.0,672.0,56.0,4500.0,100,2022-12-03
Total,13308.0,27066.0,14671.0,4728.0,893.0,60665.0,100,
Lignite,31.0,13.0,38.0,0.0,0.0,81.0,2,
Hydro,111.0,48.0,104.0,31.0,10.0,304.0,7,
Nuclear,23.0,37.0,52.0,0.0,0.0,112.0,2,
"Gas, Naptha & Diesel",18.0,13.0,5.0,0.0,30.0,67.0,1,
"RES (Wind, Solar, Biomass & Others)",142.0,128.0,195.0,3.0,1.0,469.0,10,
Total,1098.0,1712.0,979.0,699.0,57.0,4545.0,100,
Total,12438.0,28479.0,13861.0,4428.0,893.0,60098.0,100,
Lignite,32.0,15.0,46.0,0.0,0.0,93.0,2,
Hydro,109.0,38.0,76.0,40.0,9.0,272.0,6,
Nuclear,27.0,37.0,52.0,0.0,0.0,116.0,3,
"Gas, Naptha & Diesel",13.0,10.0,5.0,0.0,31.0,58.0,1,
"RES (Wind, Solar, Biomass & Others)",141.0,98.0,188.0,3.0,1.0,430.0,10,
Total,1113.0,1583.0,943.0,681.0,56.0,4375.0,100,
Total,12778.0,26659.0,15673.0,6063.0,918.0,62090.0,100,
Coal,814.0,1431.0,602.0,628.0,15.0,3490.0,78,2022-12-04
Lignite,32.0,15.0,50.0,0.0,0.0,96.0,2,2022-12-04
Hydro,109.0,52.0,97.0,34.0,10.0,302.0,7,2022-12-04
Nuclear,26.0,37.0,52.0,0.0,0.0,115.0,3,2022-12-04
"Gas, Naptha & Diesel",17.0,1.0,5.0,0.0,31.0,64.0,1,2022-12-04
"RES (Wind, Solar, Biomass & Others)",114.0,90.0,193.0,6.0,1.0,403.0,9,2022-12-04
Total,1111.0,1636.0,998.0,669.0,56.0,4470.0,100,2022-12-04
Total,13780.0,25746.0,14943.0,5618.0,1593.0,61679.0,100,
Coal,803.0,1468.0,582.0,616.0,16.0,3485.0,71,2022-12-05
Lignite,31.0,13.0,52.0,0.0,0.0,96.0,2,2022-12-05
Hydro,113.0,51.0,102.0,34.0,9.0,309.0,6,2022-12-05
Nuclear,26.0,37.0,60.0,0.0,0.0,123.0,3,2022-12-05
"Gas, Naptha & Diesel",18.0,14.0,5.0,0.0,25.0,62.0,9,2022-12-05
"RES (Wind, Solar, Biomass & Others)",139.0,98.0,205.0,6.0,1.0,447.0,9,2022-12-05
Total,14090.0,23781.0,15896.0,5358.0,732.0,59856.0,100,2022-12-05
Coal,799.0,1490.0,574.0,634.0,16.0,3514.0,7,2022-12-06
Lignite,31.0,12.0,52.0,0.0,0.0,95.0,2,2022-12-06
Hydro,113.0,45.0,101.0,34.0,11.0,304.0,7,2022-12-06
Nuclear,26.0,37.0,71.0,0.0,0.0,134.0,3,2022-12-06
"Gas, Naptha & Diesel",21.0,14.0,5.0,0.0,20.0,60.0,1,2022-12-06
"RES (Wind, Solar, Biomass & Others)",150.0,117.0,187.0,4.0,0.0,458.0,10,2022-12-06
Total,1140.0,1716.0,990.0,672.0,47.0,4565.0,100,2022-12-06
Total,15315.0,23617.0,15396.0,5548.0,603.0,60478.0,100,
Coal,758.0,1495.0,570.0,641.0,16.0,3481.0,7,2022-12-07
Hydro,110.0,39.0,104.0,33.0,10.0,296.0,6,2022-12-07
Nuclear,26.0,36.0,67.0,0.0,0.0,129.0,3,2022-12-07
"Gas, Naptha & Diesel",25.0,14.0,5.0,0.0,29.0,74.0,2,2022-12-07
"RES (Wind, Solar, Biomass & Others)",134.0,154.0,182.0,3.0,1.0,474.0,10,2022-12-07
Total,1087.0,1749.0,980.0,677.0,56.0,4549.0,100,2022-12-07
Total,14839.0,26741.0,16226.0,5548.0,603.0,63956.0,100,
Coal,763.0,1512.0,581.0,646.0,16.0,3519.0,78,2022-12-08
Lignite,21.0,12.0,48.0,0.0,0.0,81.0,2,2022-12-08
Hydro,111.0,40.0,105.0,33.0,9.0,299.0,7,2022-12-08
Nuclear,26.0,37.0,69.0,0.0,0.0,132.0,3,2022-12-08
"Gas, Naptha & Diesel",20.0,15.0,5.0,0.0,29.0,69.0,2,2022-12-08
"RES (Wind, Solar, Biomass & Others)",119.0,109.0,176.0,2.0,1.0,406.0,9,2022-12-08
Total,1060.0,1724.0,985.0,682.0,55.0,4506.0,100,2022-12-08
Total,13788.0,29264.0,15496.0,5458.0,624.0,64629.0,100,
